District,Zone,Geographical Region,Development Region,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobile,Contact Person,Working Sector
Banke,Bheri,Terai,Mid-Western,मानव अधिकार सचेतन मञ्च,Human Rights Consciousness Forum,,Nepalganj-13,,,,,,,
Banke,Bheri,Terai,Mid-Western,बागेश्वरी सामुहिक बिकास केन्द्र (वि सि डि सि),Bageshwory  Collective Development Centre ,,"Khujura, Banke",,,,,,,
Banke,Bheri,Terai,Mid-Western,सामाजिक जनजागरण केन्द्र (पिस नेपाल),People  Social  Awareness Centre,,Nepalganj,,,,,,,
Banke,Bheri,Terai,Mid-Western,सामाजिक विकास मञ्च,Social Development Forum,,Chisapani-1,081-521168/621119,,sdf_chisapani@yahoo.com,,9848055086,Ghanashyam Upadhyaya,"Envoronment, education, health, Physical development, and awareness program"
Banke,Bheri,Terai,Mid-Western,ग्रामीण जन कल्याण मञ्च,Rural Public Welfare Forum,,Kamdi-9,,,,,,,
Banke,Bheri,Terai,Mid-Western,दियालो परिवार,Diyalo Pariwar,,Kohalpur-3,,,khimadatta@yahoo.com,,,,
Banke,Bheri,Terai,Mid-Western,हरित शान्ति अभियान,Green Peace Campaign,,Kohalpur,,,,,,,
Banke,Bheri,Terai,Mid-Western,सामुदायीक सञ्चार केन्द्र,Community Communication Centre,,Kohalpur-3,,,,,,,
Banke,Bheri,Terai,Mid-Western,सामाजीक बिकासका लागि मानव अधिकार,Human Rigths for Community Development ,,Nepalganj-2,,,,,,,
Banke,Bheri,Terai,Mid-Western,आस्था नेपाल,Astha Nepal,,Nepalganj-12,,,,,,,
Banke,Bheri,Terai,Mid-Western,दिगो बिकासको लागि सामाजीक चेतना,Social Consciousncess for Sustainable Development ,,Nepalganj-17,,,,,,,
Banke,Bheri,Terai,Mid-Western,जनचेतना अभियान,Public Awareness Campagin,,Nepalganj-12,,,,,,,
Banke,Bheri,Terai,Mid-Western,स्वस्थ वातावरण र यूवा बिकासका लागि संयुक्तहातहरु,Combined Hands for Healthy Environment and Youth Development,,Kohalpur-3,,,,,,,
Banke,Bheri,Terai,Mid-Western,समाज सेवा परिवार,Social Service Family,,Kohalpur,,,,,,,
Banke,Bheri,Terai,Mid-Western,राष्ट्रिय बाल मजदुर सरोकार केन्द्र,National Child Labour Concern Centre,,Nepalganj-2,,,,,,,
Banke,Bheri,Terai,Mid-Western,नेपाल पर्यावरण सामाजिक जनसेवा परिषद,Nepal Environmrnt Social Public Service Council,,Nepalganj-16,,,,,,,
Banke,Bheri,Terai,Mid-Western,सामाजिक बिकास तथा अनुसन्धान केन्द्र,Centre For Social Development and Research ,,Nepalganj,,,,,,,
Banke,Bheri,Terai,Mid-Western,सामुदायिक शिक्षा तथा आर्थिक विकास,Community Based Education and Economic Development ,,Nepalganj-1,,,,,,,
Banke,Bheri,Terai,Mid-Western,सामुदायिक सेवा मञ्च,Forum For Community Service ,,Nepalganj,,,,,,,
Banke,Bheri,Terai,Mid-Western,अवधि समाज उत्थान केन्द्र,Aawadhi Society Empowerment Centre,,Nepalganj-1,,,,,,,
Banke,Bheri,Terai,Mid-Western,सामुदायिक कानून अनुसन्धान केन्द्र,Community Lawful Research Centre,,Nepalganj-17,,,,,,,
Banke,Bheri,Terai,Mid-Western,सामाजिक बिकासका लागि सहयोगी संस्था नेपाल,Helping Organization for Social Development ,,Nepalganj-12,,,,,,,
Banke,Bheri,Terai,Mid-Western,युनेस्को बाँके,UNESCO Banke,,Nepalganj-1,,,,,,,
Banke,Bheri,Terai,Mid-Western,महिला जागृति सामुदायिक सेवा केन्द्र,Women Jagriti Community Service Centre,,Kohalpur-8,,,,,,,
Banke,Bheri,Terai,Mid-Western,बाँके बिकास मञ्च,Banke Development Forum,,Karkado-5,,,,,,,
Banke,Bheri,Terai,Mid-Western,बागेश्वरी असल शासन क्लब,Bageshwori Good governence Club ,,Nepalgunj-13,081-526145,,bas.npj@gmail.com,,9858021677,Raju Lamichhane,Local Development
Banke,Bheri,Terai,Mid-Western,उत्तरगंगा युवा सदन,Uttar Ganga Youth Sadan,,Kamdi-9,,,,,,,
Banke,Bheri,Terai,Mid-Western,पशु बिकास तथा गरिबी निवारण केन्द्र,Animal Development and Poverty Allivation Centre,,Nepalganj-17,,,,,,,
Banke,Bheri,Terai,Mid-Western,ग्रामीण सामुदायिक विकास समाज नेपाल,Rural Community Development Society Nepal,,Kohalpur-3,529318,,rucods.nepal@gmail.com,,,,
Banke,Bheri,Terai,Mid-Western,शिक्षा विकास तथा अनुसन्धान केन्द्र,Education Development and Research Centre,,Nepalganj-13,524168,,jppj@wlink.np,,,,
Banke,Bheri,Terai,Mid-Western,ग्रामीण विकास तथा वातावरण संरक्षण केन्द्र नेपाल,Rural Development and Environment Conservation Center,,Kohalpur-4,081-540472/540414,,santosh_bk2006@yahoo.com,,9848029616,Kalpana Sharma,"Community development, Voice against women violation"
Banke,Bheri,Terai,Mid-Western,नेपाल शान्ति समाज केन्द्र,Peace Social Centre Nepal,,Nepalganj,081-526333,,,,,,
Banke,Bheri,Terai,Mid-Western,ग्रामीण आँखा,Rural Eyes,,Nepalganj-13,081-523119,,unique_yob@yahoo.com,,,,
Banke,Bheri,Terai,Mid-Western,बालबालिका तथा मानव उत्थान केन्द्र ,Childcare And Human Upliftment Centre,,Karkado-3,550201,,,,,,
Banke,Bheri,Terai,Mid-Western,हुम्ली सेवा समाज ,Humli Welfare Society ,,,,,,,,,
Banke,Bheri,Terai,Mid-Western,मातृभूमि विकास मञ्च ,Motherland Development Forum Nepal,,Nepalgang,081-526726,,modefnepal@yahoo.com,,,,
Banke,Bheri,Terai,Mid-Western,अन्तरसम्बन्ध,Interrelation,,Naubaruta,540022,,interrelation04@yahoo.com,,,,
Banke,Bheri,Terai,Mid-Western,सामाजिक जागरण अभियानको लागि ग्रामीण सहभागिता नेपाल ,Social Awarness Movement Of Rural Partnership Nepal,,,,,,,,,
Banke,Bheri,Terai,Mid-Western,रारा मानवीय तथा वातावरणीय विकास प्रयास ,Rara Human And Environment Resource Development Initive,,Chisapani,529118,,,,,,
Bardiya,Bheri,Terai,Mid-Western,थारु समुदाय विकास मञ्च,Tharu Community Development Forum,,"Neulapur-7,Bhurigaun",,,,,,,
Bardiya,Bheri,Terai,Mid-Western,समाज सेवा केन्द्र,Social Service Centre,,Jamuni-2,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,सामुदायीक विकास केन्द्र,Community Development Centre,,"Magarani-2, Jayanagar",,,,,,,
Bardiya,Bheri,Terai,Mid-Western,थारु महिला उत्थान केन्द्र,Tharu Women Upliftment Centre,,Guleriya-8,420350/420347,,twucbardly@ntc.net.np,,,,
Bardiya,Bheri,Terai,Mid-Western,थारु महिला उत्थान संघ,Tharu Women Upliftmen Association,,Bardiya-8,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,नारी शिल्पकला केन्द्र,Women Skill Art Centre,,Guleriya-6,084-420403/420615,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जनजागृती यूवा क्लब,Public Awareness Youth Club,,Kusumba Bazar-3,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,सामुहिक युवा क्लव,United Youth Club,,Naya Gaun-4,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,पर्यावरण संरक्षण तथा जनचेतना विकास संघ (ईकार्डो),Environment Conservation and Public Awareness Development Association ,,Neulapur-7,429567/429555,,nrdhungana@yahoo.com,,,,
Bardiya,Bheri,Terai,Mid-Western,वातावरण संरक्षण समाज,Environment Conservation Society,,Gulariya-5,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,कर्णाली वहुउदेश्यीय विकास मञ्च,Karnali Multipurpose Development Forum,,Guralriya-8,4,,,,,,
Bardiya,Bheri,Terai,Mid-Western,गेरुवा ग्रामिण जागरण संघ,Geruwa Rural Awareness Association,,Rajapur-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,अधिकारमुखि अभियान केन्द्र,Rights Oriented Campaign Centre,,Guralriya-6,084-421034,,rcc_bardiya@yahoo.com,,,,
Bardiya,Bheri,Terai,Mid-Western,अपाङ्ग कल्याण समाज,Disable Welfare Society,,Gulariya-8,084-420993,,,,,,
Bardiya,Bheri,Terai,Mid-Western,किसान जागरण संघ,Farmer Awareness Association,,"Thakurdwara, Belhani-5",,,,,,,
Bardiya,Bheri,Terai,Mid-Western,दलित महिला उत्थान संघ,Dalit Women Upliftment Association,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,श्रृजनशिल समाज नेपाल,Creative Society Nepal,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,आमा समूह,Mothers Group,,Jamuni-5,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जन सरोकार समुह,Public Concern Group,,Gulariya-8,420863,,,,,,
Bardiya,Bheri,Terai,Mid-Western,बर्दिया विकास समाज,Bardiya Development Society,,Gola-4,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,समाज कल्याण समिति,Social Welfare Committee,,Dhadhabar-3,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,गैर सरकारी संस्था समन्वय समिति,NGO Coordination Committee,,Gulariya-8,420617,,ngocc@ntc.com.np,,,,
Bardiya,Bheri,Terai,Mid-Western,नेपाल राष्ट्रिय दलित समाज कल्याण संघ,National Dalit Society Welfare Association Nepal,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,लाली गुराँस जन समाज संस्था,Lali Gurans Public Social Orgnization,,Saneshree-3,084-440173,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जन बिकास समाज,Publice Development Society,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जन जागरण महिला संघ,Public Awareness Women Association,,Serahawa,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,सेतो गुराँस बाल विकास सेवा,Seto Gurans Child Development Service,,Gulariya,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,मानव अधिकार तथा वातावरण सरोकार केन्द्र,Human Rights and Environmen Concern Centre,,Gulariya-8,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,श्रृजना आमा समुह,Srijana Aama Samuha,,Gulariya,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जालपा सेवा समिति,Jalapa Service Committee,,Bhimapur-2,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,नेपाल सास्कृतिक एवं वातावरण संरक्षण समाज,Nepal Cultural and Environment Protection Society,,Baganaha-6,084-429512,,,,,,
Bardiya,Bheri,Terai,Mid-Western,अस्मिता बर्दिया,Asmita Bardiya,,Gulariya-6,420392,,,,,,
Bardiya,Bheri,Terai,Mid-Western,बर्दिया अपाङ्ग पुनस्र्थापना केन्द्र,Bardiya Disable Rehabilitation Centre,,Gulariya-8,084-420781,,,,,,
Bardiya,Bheri,Terai,Mid-Western,मानव अधिकार तथा सामुदायिक विकास मंच,Human Rights and Community Development Forum,,Tri-8,048-420741,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जन उत्थान समाज सेवा संस्था,Public Upliftment Social Service Organization,,Majhargadi-2,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,राम जानकी युवा क्लव,Ram Janaki Youth Club,,Sanoshree-9,440112/420061,,,,,,
Bardiya,Bheri,Terai,Mid-Western,उत्पीडित दलित महिला उत्थान संघ नेपाल,Oppressed Dalit Women Upliftment Association Nepal,,"Kalika-6, Sheetala Bazar",,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जनचेतना युवा स्पोर्टस क्लव,Public Awareness Youth Sprots Club,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,सुर्योदय जनसमाज विकास संस्था,Suryodaya Public Society Development Organization,,Gulariya-9,084-420344,,,,,,
Bardiya,Bheri,Terai,Mid-Western,नारी कल्याण समिति,Women Welfare Committee,,Kalika-5,420441,,,,,,
Bardiya,Bheri,Terai,Mid-Western,वातावरण र ग्रामिण विकास जनचेतना अभियान केन्द्र,Environment and Rural Development Public Awareness Campaign Centre,,Jamuni,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,लालीगुराँस जनसमाज विकास संस्था,Lali Gurans Social Development Orgnization,,,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,गेरुवा सामुदायिक स्वास्थ्य केन्द्र,Geruwa Community Health Centre,,Pasupatinagar,084-429718,,,,,,
Bardiya,Bheri,Terai,Mid-Western,एकिकृत कृषि विकास कार्यक्रम,Integrated Agriculture Development Program,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,मीत नेपाल,Meet Nepal,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,नेपाल युवा प्रेरणा केन्द्र,Nepal Youth Enspiration Centre,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जन केन्द्रीत विकास मञ्च,Public Oriented Development Forum,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,बहु उद्धेश्यीय समाज सेवा अभियान,Multi Purpose Social Service Campaign,,Sorahawa-9,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,सामुदायिक सेवा संघ,Community Service Association,,Deudakala-7,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,वसन्त समाज सुधार केन्द्र,Basanta Social Improvement Centre,,Gulariya-5,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,जय दुर्गा भवानी क्लब,Jaya Durga Bhawani Club,,Gulariya-5,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,मानपुर युवा समाज (मायुस),Manpur Youth Society,,Manapurtapara-2,084-420344,,,,,,
Bardiya,Bheri,Terai,Mid-Western,राधाकृष्ण थारु जनसेवा केन्द्र,Radha Krishana Tharu Public Service Centre,,Gulariya,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,दलित सेवा समाज,Dalit Service Society,,Gulariya-8,420494,,,,,,
Bardiya,Bheri,Terai,Mid-Western,सामुदायिक विकास संगठन ,Community Development Organization,,Baganaha-9,084-690363,,,,,,
Bardiya,Bheri,Terai,Mid-Western,सामुदायिक विकास संस्था ,Community Development Organization,,"Gulariya-8, Aanandanagar",084-420801,,kaluram@ntc.net.np,,,,
Bardiya,Bheri,Terai,Mid-Western,ग्रामीण जनसेवा अभियान नेपाल ,Rural Public Service Campaign Nepal,,"Sorahawa-9, Bholagaudi",084-420952,,,,,,
Bardiya,Bheri,Terai,Mid-Western,मानवीय उत्थान तथा समाज सुधार समूह ,Humanitarian Upliftment and Social Improvement Group,,"Patavara-9, Shanti Bazar",084-4620102,,,,,,
Bardiya,Bheri,Terai,Mid-Western,एकिकृत संरक्षण तथा विकास केन्द्र ,Integrated Protection and Development Centre,,"Gulariya-6, Milan Tole",084-520337,,,,,,
Bardiya,Bheri,Terai,Mid-Western,उत्पीडित वर्ग उत्थान संघ ,Oppressed Class  Women Upliftment Association,,"Motipur-7, Damauli",,,,,,,
Bardiya,Bheri,Terai,Mid-Western,नेपाल दलित युवा समाज ,Dalit Youth Society Nepal,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,महिला सहकार्य मञ्च ,Women Cooperative Forum,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,प्राचिन सिर्जनशील आदिवासी समाज ,Ancient Creative Indigenous Society,,Motipur-8,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,कोइली सरजु जनसेवा केन्द्र ,Koili Saraju Public Service Centre,,Gulariya-6,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,नेपाल ग्रामीण विकास मञ्च ,Nepal Rural Development Forum,,Gola-4,,,,,,,
Bardiya,Bheri,Terai,Mid-Western,सामाजिक विकास तथा वातावरण संरक्षण समिति नेपाल ,Social Development and Environment Protection Committee Nepal,,,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,ग्रामीण विकास सेवा केन्द्र,Rural Development Service Centre,,Narayan-1 Nayabazar Dailekh,089-420079,,rdscdailekh@yahoo.com,,9848064096,Bimala Sharma,"Drinking Water, Irrigation, Agriculture and Social mobilization"
Dailekh,Bheri,Hill,Mid-Western,ग्रामीण विकास जनसेवा केन्द्र,Rural Development Public Service Center,,KalBhairab-4,,,khagendrathapa@gmail.com,,9848037313,Khagendra B. Thapa,Sustainable agriculture and food program
Dailekh,Bheri,Hill,Mid-Western,सामाजिक सेवा केन्द्र,Social Service Centre,,Raotkot-4,089-420187,,sosecdailekh@gmail.com,,9848020970,Hirasingh Thapa,"Education, Health, Human right, and Gender "
Dailekh,Bheri,Hill,Mid-Western,दिगो कृषि बिकास संस्था (स्याडो),Sustainable Agriculture Development Organization,,Narayan-1,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,एभरेस्ट क्लब,Everest Club Dailekh,,Narayan-1 Nayabazar Dailekh,089-420247,,everestdlk@gmail.com,,9748020431/9848069832,Dipak Kumar Shahi,"Agriculture, Road construction and Capacity building of the locals"
Dailekh,Bheri,Hill,Mid-Western,सामुदायिक स्वास्थ्य तथा वातावरण संरक्षण मञ्च,Community Health and Environment Protection Forum,,Narayan municipality-1,089-420400,,thapakham@gmail.com,,,Kham B. Thapa,"Community health, sanitation and environment consurvation, Local good governance, Social mobilization, Capacity building, Community infrastructure development"
Dailekh,Bheri,Hill,Mid-Western,दलित स्वाबलम्बी समाज,Dalit Self-reliance Society,,Narayan municipality-1,089-690287,,,,9848037406,Prem Bhurtel,
Dailekh,Bheri,Hill,Mid-Western,दिगो बिकास तथा वातावरण संरक्षण केन्द्र,Sustainable Development and Environment Conservation Center,,Narayan municipality-1,089-420173,,sud058@ntc.net.np,,9848063592,Dambar B. Khatri ,"Drinking water, health and sanitation, Irrigation, Food security etc"
Dailekh,Bheri,Hill,Mid-Western,न्यू ज्वाला क्लब,New Jwala Club,,Narayan-1,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,सुनगाभा यूवा परिवार,Sunagava Yuwa Pariwar,,Narayan-6,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,समाज कल्याण क्लब,Social Welfare Club,,Narayan-2,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,महिला  जागरण केन्द्र ,Women Empowerment Centre,,Narayan-1,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,ग्रामिण सामुदायिक विकास केन्द्र ,Rural Community Development Center,,Narayan municipality-1,089-420240,,rcdc@yahoo.com,,,Krishna Kumar Sharma,"Human ritht, gender, Health, Education, Drinking water and sanitation, Natural resources management etc"
Dailekh,Bheri,Hill,Mid-Western,मानव संसाधन विकास केन्द्र ,Human Resource Development Centre,,Narayan-1,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,पर्यटन तथा वातावरण विकास कार्यक्रम ,Enviromnemt and Tourism Development Program,,Narayan municipality-1,089-420109,,,,,Ram B. Thapa,Tourism Promotion
Dailekh,Bheri,Hill,Mid-Western,जनसहभागिता तथा विकास केन्द्र ,People Participation and Development Centre,,Belpanda-5,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,दिगो कृषि तथा वातावरण र जलस्रोत संरक्षण केन्द्र (सेवक),Sustainable Agriculture or Environment and Water Resources conservation Center,,Narayan municipality-1,089-420143,,sewcc.dailekh@gmail.com,,9848064001,Maharup Khatri,"Agriculture, Social mobilization"
Dailekh,Bheri,Hill,Mid-Western,हिमाली जनचेतना संस्कृति संरक्षण केन्द्र ,Himali Public Awareness Culture Conservation Centre,,Narayan-1,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,दलित जागरण केन्द्र ,Dalit Awareness Center,,Narayan-1 Dailekh,,,dalitjagaran@gmail.com,,9848050455,Ammar Sunar,"Education, Health, Environmant and Empowerment"
Dailekh,Bheri,Hill,Mid-Western,ग्रामीण महिला उत्थान केन्द्र ,Rural Women Upliftment Centre,,Narayan-1,,,,,,,
Dailekh,Bheri,Hill,Mid-Western,सामुदायिक विकास कार्यक्रम ,Comminity Development Program,,Narayan municipality-1,089-420359,,krishna1282@hotmail.com,,9758001932,Krishna B. Shrestha,"Agriculture, Health, Drinking water and sanitation"
Dailekh,Bheri,Hill,Mid-Western,गरिवी निवारण तथा समाजिक सशक्तिकरण केन्द्र,Poverty Alleciation and Empowerment Center,,Narayan municipality-1,089-420430,,,,,Nirmala Shahi,"Community health, sanitation and environment consurvation, Local good governance, Social mobilization"
Dailekh,Bheri,Hill,Mid-Western,युवा जनशक्ति विकास तथा परिचालन केन्द्र,Youth Manpower Development and Mobilization Center,,Narayan municipality-1,9848100282,,cp-sharma316@yahoo.com,,,Chandra Prasad Sharma,"HIV/AIDS, and Youth Right"
Dailekh,Bheri,Hill,Mid-Western,किसान समन्वय समिति,Farmer Coordication Committee,,Bhairikalikathum-8,,,,,9848076459,Dhan Kumari Rana,Agriculture 
Dailekh,Bheri,Hill,Mid-Western,ग्रामिण समाज जागरण केन्द्र,Rural Society Awareness Center,,Narayan municipality-1,9848161074,,rsacngo@gmail.com,,,Rabindra Shahi,Drinking water and sanitation
Dailekh,Bheri,Hill,Mid-Western,दिगो ऐतिहासिक शैक्षिक तथा वातावरण मञ्च,Sustainable Historical Educational and Environmental Forum,,Narayan municipality-1,089-420081,,,,9848196534,Nirmala Kumari Khadka,
Dailekh,Bheri,Hill,Mid-Western,उद्यमशिल विकास केन्द्र,Entrepreneurship Development Center,,Narayan municipality-1,089-420369,,edc.dailekh@gmail.com,,9848078574,Ran Kumari Thapa,Micro-enterprises development
Dailekh,Bheri,Hill,Mid-Western,महिला सशक्तिकरण मंच,Women Empowerment Forum,,Narayan municipality-1,089-420231,,weafdailekh@ntc.net.np,,9848064319,Sunita Chand,Women empowerment
Dailekh,Bheri,Hill,Mid-Western,सामुदायिक युवा क्लब ,Community Youth Club,,Narayan municipality-1,9848116715,,,,,Bir B. Chanda,Community Development
Dailekh,Bheri,Hill,Mid-Western,भगवती समाज सुधार समिति,Bhagawati Society Reform Committee,,Kashikandh-6,089-420294,,,,9848141910,Dev B. Shahi,Education and Health
Dailekh,Bheri,Hill,Mid-Western,भगवती युवा क्लव,Bhagwati Youth Club Dailekh,,Narayan-1 Dailekh,089-420228,,,,9848057015,Nanda Bahadur Shrestha,Local Development
Dailekh,Bheri,Hill,Mid-Western,पञ्चकोशि अपांग विकास मञ्च,Panchakoshi Disabled Development Forum,,Narayan-1 Nayabazar Dailekh,089-420230,,ratnahtv@gmail.com,,9848141577,Ratna Bahadur Shahi,Disability
Dailekh,Bheri,Hill,Mid-Western,मध्यपश्चिम ग्रामिण विकास समाज ,Madha Pashchim Rural Development Society,,Lalikada-2 Dharampokhara Dailekh,,,,,9848121747,Bharat Kumar Dangi,Local Development
Dang,Rapti,Terai,Mid-Western,ब्याक वार्ड सोसाइटी एजुकेसन–वेश,Backward Society Education ,BASE,Deukhuli-3,082-520055/522212,,info@nepalbase.org,www.nepalbase.org,9858020750,Dilli B. Chaudhary,"Education, Economic Opportunity, Health, Livelihood etc"
Dang,Rapti,Terai,Mid-Western,वादी समाज सुधार केन्द्र,Badi Social Improvement Centre,,Dang,,,,,,,
Dang,Rapti,Terai,Mid-Western,चेतना क्लव,Chetana Club,,Bijauri-5,082-521159,,chetana_bijauri@yahoo.com,,9847836779,Shudhan Paudel,"Human Right, Women Empowerment, Income Generation and Literacy etc"
Dang,Rapti,Terai,Mid-Western,कम्युनीटि डेभलपमेन्ट फर एजुकेसन,Community Development for Education,,Trivun-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,सामुदायीक विकास केन्द्र,Community Development Centre,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,ग्रामीण युवा क्लव,Rural Youth Club,,Duruwa-4,,,,,,,
Dang,Rapti,Terai,Mid-Western,प्रतिभा युवा क्लव,Prativa Youth Club,,Bijauri-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,सोसाइटी फर सोसल डेभलपमेन्ट,Society for Social Development,,Ghorahi,,,,,,,
Dang,Rapti,Terai,Mid-Western,वहुमुखी प्रतिभा क्लव,Multiple Prativa Club,,Trivuwan,,,,,,,
Dang,Rapti,Terai,Mid-Western,मातृभुमी युवा क्लव,Matribhumi Youth Club,,Shree Gaun-1,,,,,,,
Dang,Rapti,Terai,Mid-Western,समाज सुधार सेवा संघ,Social Improvement Service Association,,Deukhuri,,,,,,,
Dang,Rapti,Terai,Mid-Western,कल्पना जनसेवा युवा क्लव,Kalpana Public Service Youth Club,,,,,,,,,
